time,mean_spectrum,var_spectrum,enp_spectrum,mean_IQ,var_IQ,KL_spectrum,RMSE_spectrum,CS_spectrum,exceeding_count,time_seq,lable
2270030,21.084791,28967.12829,23.86052731,0.015154324,3.30E-05,0.330795754,0.5630447,0.778214853,1.569772321,3.020833333,0
2270040,20.80305,32286.79681,23.76096929,0.015937846,3.81E-05,0.328260884,0.281741,0.777796538,1.421005357,3.027777778,0
2270050,21.1310089,29069.32228,23.80946874,0.015190696,3.28E-05,0.342760963,0.3279589,0.774003345,1.528251786,3.034722222,0
2270100,21.33423495,28748.90177,23.80322259,0.015089882,3.30E-05,0.310229473,0.203226048,0.783480123,1.539045536,3.041666667,0
2270110,20.45754982,30677.03561,23.78916075,0.01558416,3.48E-05,0.335287001,0.876685134,0.772261693,1.333791964,3.048611111,0
2270120,19.98339577,34720.29977,23.78861954,0.016612002,3.76E-05,0.32286523,0.474154048,0.763942596,1.260988393,3.055555556,0
2270130,20.5348937,33397.15588,23.75068515,0.016151279,4.11E-05,0.330201231,0.551497928,0.764372778,1.323772321,3.0625,0
2270140,20.3173457,33666.03781,23.75761325,0.016378865,3.60E-05,0.331154538,0.217548001,0.768117422,1.238416964,3.069444444,0
2270150,20.7473564,31126.8868,23.78333536,0.015662247,3.65E-05,0.327333503,0.430010702,0.773126278,1.339447321,3.076388889,0
2270200,21.22489945,31729.79318,23.72858883,0.015915817,3.40E-05,0.319014742,0.477543049,0.779941326,1.381138393,3.083333333,0
2270210,20.24641171,34152.95497,23.75399503,0.016499056,3.64E-05,0.330700317,0.97848774,0.761196159,1.262398214,3.090277778,0
2270220,20.67036085,31657.07079,23.71554254,0.015676921,4.07E-05,0.353678321,0.423949141,0.742003855,1.232207143,3.097222222,0
2270230,20.79949462,31538.85645,23.75897438,0.015737446,3.78E-05,0.320471382,0.12913377,0.775818759,1.348792857,3.104166667,0
2270240,20.56288734,31788.51177,23.75702054,0.015867177,3.58E-05,0.317419343,0.236607283,0.781163113,1.3328375,3.111111111,0
2270250,20.97288042,31190.53235,23.73707848,0.015676581,3.67E-05,0.319918799,0.409993086,0.777751615,1.402092857,3.118055556,0
2270300,21.11202203,30040.26074,23.74784417,0.01540839,3.48E-05,0.312541185,0.139141605,0.783004092,1.390789286,3.125,0
2270310,21.11202203,30040.26074,23.74784417,0.01540839,3.48E-05,-2.49E-08,0,1,1.390789286,3.131944444,0
2270320,20.73197993,31739.65111,23.74458341,0.01578111,3.82E-05,0.317412274,0.3800421,0.779231874,1.314572321,3.138888889,0
2270330,20.78605993,31626.47188,23.76390301,0.015784367,3.71E-05,0.311267501,0.054080006,0.782706116,1.369160714,3.145833333,0
2270340,21.02240489,30512.19479,23.75942073,0.015447363,3.78E-05,0.312172107,0.236344956,0.780632564,1.394542857,3.152777778,0
2270350,21.25232484,29379.41901,23.77732143,0.015210836,3.50E-05,0.317374718,0.229919952,0.780680035,1.459436607,3.159722222,0
2270400,20.8132224,32630.05392,23.74986748,0.016065788,3.71E-05,0.318679197,0.439102442,0.77188447,1.381291071,3.166666667,0
2270410,20.63185051,32467.53448,23.7621785,0.01602314,3.69E-05,0.311000916,0.181371891,0.782676758,1.386079464,3.173611111,0
2270420,21.58821845,30773.38184,23.73564279,0.015535059,3.76E-05,0.329808723,0.956367941,0.76527395,1.436153571,3.180555556,0
2270430,21.38042393,30875.54827,23.72658083,0.015568097,3.74E-05,0.309446942,0.207794522,0.785434608,1.391867857,3.1875,0
2270440,21.24009775,32622.32516,23.7433617,0.016017318,3.87E-05,0.31632865,0.140326173,0.776540652,1.415826786,3.194444444,0
2270450,21.01176205,31867.65239,23.73369508,0.015819466,3.82E-05,0.317381491,0.228335706,0.778818906,1.354191071,3.201388889,0
2270500,21.43318215,31830.33814,23.72167785,0.015807968,3.84E-05,0.317184494,0.421420101,0.77685469,1.42058125,3.208333333,0
2270510,21.59654414,31575.01094,23.75081854,0.015758329,3.78E-05,0.3511621,0.163361998,0.782652219,1.553594643,3.215277778,0
2270520,21.34424391,32312.43851,23.74769097,0.015942479,3.84E-05,0.316345534,0.252300232,0.783168976,1.448195536,3.222222222,0
2270530,21.39032572,31537.59058,23.80449414,0.015737964,3.80E-05,0.316971655,0.046081803,0.784307294,1.570638393,3.229166667,0
2270540,21.1984454,32587.15275,23.51129676,0.015918965,4.16E-05,0.475457065,0.191880317,0.77379562,1.796375893,3.236111111,0
2270550,20.16550546,32049.98549,23.57493551,0.015874408,3.78E-05,0.360460165,1.03293994,0.768799178,1.596825893,3.243055556,0
2270600,21.20763653,32017.75081,23.5220103,0.015852592,3.86E-05,0.445099123,1.042131066,0.767773426,1.733408929,3.25,0
2270610,21.14518146,31120.10666,23.52058824,0.015574418,3.93E-05,0.311562512,0.062455067,0.782925904,1.731128571,3.256944444,0
2270620,21.32558778,31672.11491,23.54004112,0.015683849,4.09E-05,0.310879158,0.18040632,0.784244677,1.790128571,3.263888889,0
2270630,21.25242204,31122.35839,23.54800791,0.015599302,3.86E-05,0.313075749,0.07316574,0.782082348,1.775391071,3.270833333,0
2270640,20.77508625,32391.99446,23.49910233,0.015897469,4.03E-05,0.313737545,0.477335786,0.782128739,1.741754464,3.277777778,0
2270650,20.83797872,33453.89825,23.47246216,0.016197078,4.02E-05,0.313501283,0.06289247,0.782462519,1.755375,3.284722222,0
2270700,21.19727709,32145.99797,23.51957998,0.015894616,3.84E-05,0.318527731,0.35929837,0.779597507,1.8057625,3.291666667,0
2270710,21.04856902,31194.31652,23.50426856,0.015632721,3.81E-05,0.31467064,0.148708074,0.783087538,1.809233929,3.298611111,0
2270720,20.82616872,33390.34917,23.47685746,0.016159775,4.09E-05,0.318809174,0.222400294,0.777857122,1.731458929,3.305555556,0
2270730,20.21229016,30573.13832,23.54871165,0.01544814,3.80E-05,0.328356267,0.613878565,0.763509771,1.622274107,3.3125,0
2270740,20.79335578,31704.51622,23.53984539,0.015764795,3.84E-05,0.329879747,0.581065622,0.755977652,1.736669643,3.319444444,0
2270750,21.19084773,32552.03122,23.55975446,0.015989454,3.90E-05,0.315046091,0.397491953,0.780258528,1.788101786,3.326388889,0
2270800,21.11360441,31497.72002,23.62872861,0.015673475,3.96E-05,0.319302514,0.077243322,0.775570563,1.761330357,3.333333333,0
2270810,21.22298118,30263.28247,23.61573291,0.015369387,3.80E-05,0.322734287,0.109376771,0.775839044,1.713979464,3.340277778,0
2270820,21.17902809,29999.3937,23.62331096,0.015303422,3.77E-05,0.31824368,0.043953092,0.780876341,1.738678571,3.347222222,0
2270830,21.1609828,28116.09735,23.704122,0.014749179,3.75E-05,0.322529925,0.018045289,0.779197045,1.723632143,3.354166667,0
2270840,21.30491095,30492.73933,23.65166843,0.015420961,3.85E-05,0.318610925,0.143928152,0.781798786,1.766986607,3.361111111,0
2270850,21.33110562,29406.09118,23.64731708,0.015066962,3.96E-05,0.317103008,0.026194672,0.77964094,1.770871429,3.368055556,0
2270900,21.26861154,28568.93421,23.69094166,0.014948224,3.57E-05,0.320351093,0.062494084,0.777360109,1.799038393,3.375,0
2270910,21.43861337,30455.3879,23.6359877,0.015436092,3.78E-05,0.316135915,0.170001825,0.784127198,1.758264286,3.381944444,0
2270920,21.31495898,29759.7861,23.68152176,0.015299002,3.57E-05,0.315320141,0.123654389,0.783393266,1.773076786,3.388888889,0
2270930,21.29734742,31547.19794,23.61264397,0.015692059,3.95E-05,0.324652771,0.017611553,0.780882423,1.734610714,3.395833333,0
2270940,21.01009481,30224.99858,23.63603254,0.015308234,3.95E-05,0.317424992,0.287252613,0.782416727,1.677408036,3.402777778,0
2270950,20.96940138,30198.65942,23.6755155,0.015365858,3.74E-05,0.330867105,0.040693433,0.777059944,1.774985714,3.409722222,0
2271000,21.21050803,31128.39536,23.63735023,0.015688601,3.58E-05,0.322355583,0.24110665,0.781240897,1.716788393,3.416666667,0
2271010,21.64452349,29934.08848,23.72692451,0.015364228,3.54E-05,0.322993162,0.434015468,0.778612318,1.737094643,3.423611111,0
2271020,21.33640309,31597.79295,23.70443597,0.015827463,3.57E-05,0.322299832,0.308120409,0.777097874,1.657452679,3.430555556,0
2271030,21.11426494,32198.02609,23.69191267,0.015999077,3.55E-05,0.321862828,0.222138146,0.780316233,1.627175,3.4375,0
2271040,21.15234168,30138.94439,23.69776428,0.015389706,3.62E-05,0.33414072,0.038076737,0.769237373,1.701801786,3.444444444,0
2271050,20.87945438,29667.35206,23.72725655,0.015363296,3.27E-05,0.32177293,0.272887293,0.774221394,1.740280357,3.451388889,0
2271100,21.11733491,30524.33928,23.69049773,0.015583747,3.37E-05,0.314393629,0.23788053,0.785109144,1.725579464,3.458333333,0
2271110,21.0622942,29656.88648,23.68234086,0.015381893,3.22E-05,0.320244003,0.055040713,0.780382603,1.687663393,3.465277778,0
2271120,20.5935673,30075.65553,23.72393464,0.015499038,3.21E-05,0.320533203,0.468726901,0.779978468,1.707548214,3.472222222,0
2271130,19.99431278,26485.15509,23.70568694,0.014470285,3.07E-05,0.323993481,0.599254522,0.779776119,1.803299107,3.479166667,0
2271140,19.84243472,28486.52737,23.67578103,0.01493016,3.49E-05,0.327019229,0.151878062,0.767107583,1.733655357,3.486111111,0
2271150,20.18232004,29845.25442,23.58024672,0.015396741,3.31E-05,0.322505435,0.339885321,0.765289756,1.713001786,3.493055556,0
2271200,19.10771559,30540.97438,23.64224368,0.015675838,3.02E-05,0.338991311,1.074604443,0.760095147,1.691557143,3.5,0
2271210,19.4248271,26510.31227,23.6485648,0.014528355,2.90E-05,0.344003609,0.31711151,0.755833045,1.714699107,3.506944444,0
2271220,19.69852124,28507.861,23.60391582,0.015079175,3.06E-05,0.317660622,0.273694139,0.778149223,1.74485,3.513888889,0
2271230,19.44709581,25355.32884,23.67303422,0.014165599,2.91E-05,0.316656346,0.251425431,0.775604567,1.728613393,3.520833333,0
2271240,19.47597559,26986.88808,23.6205767,0.014643239,2.99E-05,0.315199391,0.028879778,0.782631158,1.697025,3.527777778,0
2271250,19.37758507,27896.9634,23.57607322,0.014898794,3.05E-05,0.31784353,0.098390516,0.7816962,1.650863393,3.534722222,0
2271300,19.09059792,25512.35961,23.63877973,0.014276611,2.72E-05,0.324431341,0.286987152,0.780325387,1.681969643,3.541666667,0
2271310,19.24904325,26937.28431,23.606876,0.014664345,2.88E-05,0.324833506,0.158445327,0.783075648,1.710327679,3.548611111,0
2271320,18.31757553,22706.68463,23.75584,0.013436306,2.52E-05,0.315240368,0.931467723,0.782009418,1.711895536,3.555555556,0
2271330,18.5178393,23582.8706,23.71603167,0.013697376,2.60E-05,0.314576305,0.200263775,0.782189959,1.698783036,3.5625,0
2271340,18.65549747,25698.69524,23.6666048,0.01424315,2.97E-05,0.319643979,0.137658165,0.780368357,1.665078571,3.569444444,0
2271350,18.86817234,23364.3613,23.71553283,0.013549646,2.82E-05,0.323216047,0.212674873,0.777565247,1.711315179,3.576388889,0
2271400,17.79630575,26815.16308,23.7320919,0.014652678,2.75E-05,0.350306159,1.07186659,0.750655981,1.550672321,3.583333333,0
2271410,18.69846457,24024.88321,23.69732684,0.013688556,3.03E-05,0.383543602,0.902158817,0.723064117,1.666248214,3.590277778,0
2271420,18.69124696,24356.80873,23.73593229,0.013866182,2.83E-05,0.33894414,0.007217607,0.750625486,1.712553571,3.597222222,0
2271430,19.29596759,24926.03062,23.72740975,0.014063748,2.81E-05,0.318600235,0.60472063,0.774636247,1.757266071,3.604166667,0
2271440,19.64869049,25161.77935,23.68584477,0.014086195,2.97E-05,0.316808404,0.352722905,0.782638899,1.756475,3.611111111,0
2271450,19.25683709,24882.61438,23.73239038,0.014039554,2.84E-05,0.318509352,0.391853405,0.781172417,1.730807143,3.618055556,0
2271500,19.85099778,26375.55187,23.67675473,0.014412046,3.13E-05,0.325059534,0.594160688,0.77737192,1.78835625,3.625,0
2271510,19.36451309,26624.35229,23.69408509,0.014460939,3.19E-05,0.328084391,0.486484684,0.770199224,1.663161607,3.631944444,0
2271520,19.9913253,26931.73839,23.62831969,0.014589333,3.12E-05,0.321981291,0.626812209,0.775329046,1.757803571,3.638888889,0
2271530,19.77256245,27088.74048,23.65847501,0.014574714,3.29E-05,0.322507667,0.218762851,0.778026542,1.666245536,3.645833333,0
2271540,19.83778487,26775.84393,23.66041059,0.014587129,2.98E-05,0.322113877,0.065222417,0.777270348,1.729980357,3.652777778,0
2271550,19.31410076,27077.34252,23.70504819,0.014724545,2.83E-05,0.325787047,0.523684103,0.773469121,1.702326786,3.659722222,0
2271600,19.48669108,25437.45514,23.7883593,0.014246143,2.76E-05,0.316049777,0.172590312,0.781471912,1.729858929,3.666666667,0
2271610,19.41791336,26496.62823,23.71859635,0.014440339,3.14E-05,0.330512207,0.068777715,0.778319891,1.623126786,3.673611111,0
2271620,19.33319963,30875.63771,23.62280151,0.015731233,3.15E-05,0.343040741,0.084713735,0.765917689,1.686848214,3.680555556,0
2271630,19.49445618,28185.02691,23.60548918,0.014984408,3.05E-05,0.337882018,0.161256558,0.765168748,1.659435714,3.6875,0
2271640,19.49445618,28185.02691,23.60548918,0.014984408,3.05E-05,-2.49E-08,0,1,1.659435714,3.694444444,0
2271650,19.87293913,27370.19227,23.6176451,0.014782448,2.94E-05,0.323951717,0.378482948,0.781175919,1.769336607,3.701388889,0
2271700,19.79981256,27774.67816,23.693048,0.014798626,3.25E-05,0.319369505,0.07312657,0.781008603,1.68646875,3.708333333,0
2271710,19.43281976,29191.35514,23.61173424,0.015248075,3.15E-05,0.320799246,0.3669928,0.77863518,1.654133036,3.715277778,0
2271720,19.67429198,28588.95582,23.5831087,0.015084172,3.12E-05,0.31727316,0.241472214,0.775701799,1.6230875,3.722222222,0
2271730,19.83149866,28596.36657,23.64722822,0.015039167,3.27E-05,0.316790871,0.157206685,0.780904093,1.618484821,3.729166667,0
2271743,21.63628831,36613.07473,24.00356808,0.016764663,5.00E-05,0.354223472,1.804789652,0.706118357,1.552897321,3.736111111,0
2271750,21.54566347,28981.55605,24.04416309,0.015265021,2.99E-05,0.323727508,0.090624842,0.713652554,1.612301786,3.743055556,0
2271800,21.17029575,27822.79563,24.0139666,0.014960345,2.86E-05,0.316323998,0.375367724,0.781383441,1.678428571,3.75,0
2271810,21.60640009,27955.29204,24.03026433,0.014938748,3.06E-05,0.322911743,0.436104343,0.776947822,1.608666071,3.756944444,0
2271820,21.63924741,26618.12092,24.01890608,0.014572208,2.95E-05,0.31667683,0.032847315,0.776401206,1.61558125,3.763888889,0
2271830,21.60373444,27671.37965,24.05345598,0.014800139,3.22E-05,0.322485417,0.035512963,0.771445957,1.591498214,3.770833333,0
2271840,21.73598,25787.19485,24.07939994,0.014275754,3.07E-05,0.314554277,0.132245557,0.778625849,1.593616071,3.777777778,0
2271850,21.8957343,26545.41807,24.06932007,0.014587077,2.85E-05,0.319809228,0.159754305,0.7774476,1.635166964,3.784722222,0
2271900,21.91894849,26096.36762,24.06784488,0.014430334,2.91E-05,0.313344075,0.023214188,0.780474621,1.621925,3.791666667,0
2271910,22.03274524,26611.75791,24.04116562,0.014628664,2.79E-05,0.314583626,0.113796751,0.780719285,1.606123214,3.798611111,0
2271920,22.43710429,48265.28199,24.05196034,0.01888575,7.88E-05,0.358392377,0.404359046,0.572166448,1.75448125,3.805555556,0
2271930,22.23615236,25679.58924,24.10944321,0.014331935,2.83E-05,0.32207751,0.200951926,0.572000021,1.68638125,3.8125,0
2271940,22.28116099,27531.61875,24.07362884,0.014828999,3.04E-05,0.320294638,0.045008623,0.77040303,1.665386607,3.819444444,0
2271950,21.94487732,24504.60613,24.13019401,0.014015016,2.67E-05,0.314119926,0.33628367,0.769964372,1.63889375,3.826388889,0
2272000,21.77623565,25023.12925,24.12273967,0.014084027,2.93E-05,0.319774235,0.168641668,0.778924792,1.645200893,3.833333333,0
2272010,22.0828819,24842.31802,24.12005526,0.01411867,2.68E-05,0.31838928,0.306646248,0.779936021,1.7170375,3.840277778,0
2272020,20.95233747,27010.99007,24.11543545,0.014621474,3.13E-05,0.360407135,1.13054443,0.754621903,1.485166071,3.847222222,0
2272030,21.67897464,24199.6837,24.1366063,0.013945526,2.58E-05,0.408672181,0.72663717,0.755973237,1.64910625,3.854166667,0
2272040,21.64507856,26560.10436,24.1101461,0.014558792,2.94E-05,0.324664567,0.033896072,0.778454492,1.638985714,3.861111111,0
2272050,21.67648215,26819.12488,24.06993415,0.01469374,2.77E-05,0.320734604,0.031403591,0.781099742,1.585761607,3.868055556,0
2272100,21.1428255,27695.66207,24.12589273,0.014973689,2.71E-05,0.332503597,0.533656656,0.771940358,1.606615179,3.875,0
2272110,21.9555222,27503.93767,24.03528157,0.014841532,2.96E-05,0.337888888,0.812696706,0.76052905,1.635995536,3.881944444,0
2272120,22.06727589,27457.03868,24.05315872,0.014885012,2.79E-05,0.312322242,0.111753687,0.779877797,1.6712625,3.888888889,0
2272130,21.84260844,25730.1742,24.0514123,0.014343386,2.83E-05,0.316771807,0.224667449,0.781106055,1.605713393,3.895833333,0
2272140,21.71053681,27013.48754,24.06538484,0.014627701,3.14E-05,0.324846481,0.132071633,0.773287419,1.623847321,3.902777778,0
2272150,21.62429011,26800.98423,24.05494533,0.014659172,2.86E-05,0.3300346,0.086246703,0.763088188,1.584358929,3.909722222,0
2272200,21.51499574,25044.30355,24.05179901,0.014144942,2.77E-05,0.31378687,0.109294364,0.775572043,1.59506875,3.916666667,0
2272210,21.51499574,25044.30355,24.05179901,0.014144942,2.77E-05,-2.49E-08,0,1,1.59506875,3.923611111,0
2272220,21.39076073,27843.87789,24.00489394,0.014920909,3.01E-05,0.316959857,0.124235017,0.777967052,1.573007143,3.930555556,0
2272230,21.27975391,24094.45809,24.0708652,0.013919203,2.54E-05,0.318803216,0.111006816,0.775213554,1.714975893,3.9375,0
2272240,20.86079505,26462.02578,23.96520911,0.014575075,2.77E-05,0.315068046,0.418958856,0.778593847,1.688675893,3.944444444,0
2272250,20.93888764,25433.7292,23.95972211,0.01428119,2.70E-05,0.313997782,0.07809259,0.780427119,1.704567857,3.951388889,0
2272300,21.0473229,24221.80912,23.96178679,0.013902618,2.69E-05,0.311392438,0.108435258,0.780841542,1.696944643,3.958333333,0
2272310,20.75253923,25240.96498,23.93911102,0.014207435,2.74E-05,0.311966148,0.294783675,0.782186997,1.64773125,3.965277778,0
2272320,20.64504146,25339.6537,23.93739567,0.014204096,2.83E-05,0.31397951,0.107497764,0.782567907,1.648944643,3.972222222,0
2272330,20.90362374,25003.48392,23.95489341,0.014147413,2.70E-05,0.315031568,0.258582277,0.782724958,1.742776786,3.979166667,0
2272340,20.28563063,26028.09261,23.95600691,0.014457882,2.70E-05,0.316655418,0.617993113,0.776711056,1.654930357,3.986111111,0
2272350,20.24174515,25496.31879,23.9530301,0.014272251,2.76E-05,0.312078165,0.043885477,0.783375472,1.644375893,3.993055556,0
2280000,20.77622266,25166.70131,23.93587892,0.014181788,2.74E-05,0.316569574,0.534477509,0.781918488,1.729307143,4,0
2280010,19.85579752,25052.07542,23.90161957,0.01419195,2.58E-05,0.341406973,0.920425142,0.77789336,1.536740179,4.006944444,0
2280020,19.38513367,25538.51992,23.90631823,0.014325911,2.61E-05,0.314740157,0.470663847,0.783114094,1.449610714,4.013888889,0
2280030,19.00837885,26278.02468,23.91153072,0.014488204,2.79E-05,0.315644782,0.376754819,0.78087174,1.40293125,4.020833333,0
2280040,19.19933987,25926.26111,23.95447087,0.014506698,2.43E-05,0.330422025,0.190961018,0.773885319,1.498008036,4.027777778,0
2280050,19.65176564,25806.63573,23.89029747,0.014414278,2.61E-05,0.318494008,0.452425771,0.777024373,1.465457143,4.034722222,0
2280100,19.76839408,25420.64993,23.90174406,0.01429625,2.61E-05,0.310189568,0.116628436,0.783270865,1.528072321,4.041666667,0
2280110,19.35947955,25467.04176,23.86860609,0.014224635,2.84E-05,0.332292522,0.408914529,0.778664704,1.354141964,4.048611111,0
2280120,19.34178611,25446.12228,23.85835517,0.014260079,2.72E-05,0.313803427,0.017693438,0.783474269,1.297716071,4.055555556,0
2280130,19.20159377,25535.86499,23.8827526,0.014303097,2.67E-05,0.314627165,0.140192335,0.782974095,1.316851786,4.0625,0
2280140,19.53842227,24626.50466,23.89541932,0.014070604,2.53E-05,0.315661989,0.336828494,0.78229421,1.415810714,4.069444444,0
2280150,19.29176518,25198.02087,23.8440879,0.014168585,2.76E-05,0.324747509,0.246657083,0.780644283,1.221851786,4.076388889,0
2280200,19.58018413,25815.06166,23.86408428,0.014407894,2.63E-05,0.329894234,0.288418946,0.782764724,1.405303571,4.083333333,0
2280210,19.06205026,27287.20459,23.8895226,0.014836846,2.67E-05,0.318914805,0.518133866,0.776016378,1.363495536,4.090277778,0
2280220,19.50654473,25133.01475,23.86481406,0.014196259,2.63E-05,0.32244126,0.444494465,0.76835034,1.378695536,4.097222222,0
2280230,19.44730572,25989.05637,23.88738996,0.014508698,2.49E-05,0.315877587,0.059239015,0.766294632,1.407889286,4.104166667,0
2280240,19.36221572,25393.76586,23.85851443,0.014263917,2.66E-05,0.319047261,0.085089999,0.765414818,1.32559375,4.111111111,0
2280250,19.30349772,27481.07237,23.8855841,0.014907114,2.65E-05,0.319151164,0.058717992,0.767060009,1.362325893,4.118055556,0
2280300,19.56915321,25506.99883,23.85371806,0.014338083,2.56E-05,0.319050879,0.265655482,0.765802661,1.394388393,4.125,0
2280310,19.33696496,25682.38489,23.8544454,0.01433735,2.71E-05,0.315442808,0.232188246,0.781299703,1.35534375,4.131944444,0
2280320,19.42961968,26103.73263,23.85065183,0.014472728,2.70E-05,0.310405651,0.09265472,0.78487955,1.363655357,4.138888889,0
2280330,19.16741897,25885.52527,23.85743395,0.014345823,2.86E-05,0.312533127,0.262200707,0.78344593,1.313428571,4.145833333,0
2280340,19.51827223,24218.89164,23.86629628,0.013921626,2.58E-05,0.317228118,0.350853254,0.776758119,1.3763875,4.152777778,0
2280350,19.27771503,25595.72782,23.86499557,0.014313821,2.70E-05,0.31403875,0.240557199,0.778136059,1.347228571,4.159722222,0
2280400,19.34487665,25611.6591,23.88743691,0.014372518,2.54E-05,0.309690361,0.067161624,0.783539256,1.377013393,4.166666667,0
2280410,19.05191318,25281.18461,23.85766276,0.014164261,2.83E-05,0.325985832,0.292963467,0.773619301,1.301142857,4.173611111,0
2280420,19.26201877,24794.31469,23.8807087,0.014122157,2.53E-05,0.326286405,0.210105591,0.777902032,1.368619643,4.180555556,0
2280430,18.96717313,25987.4551,23.89243629,0.014478131,2.56E-05,0.312008954,0.29484564,0.78063009,1.351514286,4.1875,0
2280440,19.23614958,25062.90412,23.88431451,0.014175947,2.61E-05,0.312176612,0.268976445,0.78279139,1.387366071,4.194444444,0
2280450,19.41896591,25109.72593,23.88777761,0.014226552,2.52E-05,0.311428735,0.182816326,0.783388655,1.420232143,4.201388889,0
2280500,19.22535994,24470.58443,23.89305829,0.01401584,2.53E-05,0.311597974,0.193605969,0.782556135,1.380826786,4.208333333,0
2280510,19.55699245,25313.41675,23.8830583,0.014195537,2.79E-05,0.358858594,0.331632519,0.780742942,1.485680357,4.215277778,0
2280520,19.72087547,24689.06652,23.91019807,0.014106,2.49E-05,0.3196376,0.163883015,0.779786462,1.5660125,4.222222222,0
2280530,19.55504834,25539.13428,23.91515303,0.014367281,2.50E-05,0.311755181,0.165827132,0.783170214,1.552919643,4.229166667,0
2280540,18.39993749,25373.07468,23.69838066,0.014300159,2.51E-05,0.318030911,1.155110843,0.784857889,1.606197321,4.236111111,0
2280550,17.97462435,26421.55159,23.69121453,0.014605936,2.55E-05,0.315911698,0.425313145,0.782370438,1.50543125,4.243055556,0
2280600,19.05717241,25337.60876,23.69308699,0.014245994,2.65E-05,0.42258428,1.082548059,0.765477106,1.733957143,4.25,0
2280610,19.12887062,26035.64756,23.66845963,0.014456319,2.67E-05,0.315419062,0.071698207,0.776189637,1.7490875,4.256944444,0
2280620,19.07048243,27215.91886,23.68330302,0.014785489,2.76E-05,0.314437968,0.058388187,0.775149268,1.763558929,4.263888889,0
2280630,17.67235375,29819.27955,23.73225553,0.015587789,2.61E-05,0.346340256,1.398128679,0.755895994,1.670669643,4.270833333,0
2280640,18.73326323,26965.67526,23.64594844,0.01462036,3.01E-05,0.374964086,1.060909481,0.725933851,1.636279464,4.277777778,0
2280650,19.32248927,25901.24057,23.64285269,0.014401658,2.72E-05,0.326177711,0.589226041,0.773169482,1.754034821,4.284722222,0
2280700,18.99027811,24967.09923,23.62255545,0.014076,2.80E-05,0.313717846,0.332211165,0.780757656,1.774053571,4.291666667,0
2280710,18.75854614,24938.43465,23.60054925,0.014075199,2.77E-05,0.312728099,0.231731968,0.781674227,1.751095536,4.298611111,0
2280720,18.77920605,24733.95057,23.64014789,0.013981853,2.85E-05,0.316497551,0.020659914,0.78217995,1.702925893,4.305555556,0
2280730,18.77204218,28034.72672,23.60130999,0.014996778,2.86E-05,0.322307756,0.007163878,0.771972801,1.721075,4.3125,0
2280740,19.57436506,27137.23058,23.56982483,0.014672473,3.04E-05,0.325470331,0.802322882,0.768565294,1.772432143,4.319444444,0
2280750,19.02443223,25427.10964,23.63303907,0.014106566,3.13E-05,0.318189623,0.549932832,0.780076517,1.649141964,4.326388889,0
2280800,19.77565927,27638.09082,23.58277185,0.014840763,3.00E-05,0.323252951,0.751227044,0.778868339,1.741366071,4.333333333,0
2280810,19.46897227,26136.87587,23.73570192,0.014463471,2.76E-05,0.316397868,0.306686998,0.781291734,1.760141071,4.340277778,0
2280820,19.96084932,27193.33519,23.65150955,0.014705758,3.01E-05,0.316503182,0.491877051,0.781814606,1.800213393,4.347222222,0
2280830,19.95494591,27805.65125,23.78496858,0.014834451,3.18E-05,0.325910972,0.005903414,0.774051783,1.655276786,4.354166667,0
2280840,20.23216287,26709.20292,23.78757198,0.014562303,3.01E-05,0.32174527,0.277216966,0.778362602,1.733485714,4.361111111,0
2280850,19.58404092,25447.20897,23.85186641,0.014156039,3.02E-05,0.325047972,0.648121952,0.776180867,1.672832143,4.368055556,0
2280900,20.02455347,25025.03225,23.82527842,0.014067618,2.91E-05,0.329508891,0.440512546,0.770810317,1.781838393,4.375,0
2280910,20.14581381,25896.85778,23.80889134,0.014325109,2.96E-05,0.315809295,0.121260345,0.781988366,1.689050893,4.381944444,0
2280920,19.65699354,26361.77229,23.88515372,0.014530142,2.77E-05,0.327134226,0.488820275,0.754781675,1.736572321,4.388888889,0
2280930,18.63204749,25973.25625,23.95007402,0.014344049,2.93E-05,0.338476347,1.024946049,0.756773976,1.659975,4.395833333,0
2280940,19.98838817,27963.01387,23.77292338,0.014835218,3.32E-05,0.354081223,1.356340684,0.728246084,1.691277679,4.402777778,0
2280950,20.05180229,24628.72517,23.78279877,0.013834145,3.21E-05,0.322936191,0.063414112,0.753876233,1.678358036,4.409722222,0
2281000,19.65286495,23061.25868,23.87233366,0.013476887,2.77E-05,0.32056603,0.398937339,0.775506291,1.71123125,4.416666667,0
2281010,20.2087167,27672.15842,23.77385995,0.014731229,3.37E-05,0.330191834,0.555851756,0.758579422,1.723758929,4.423611111,0
2281020,20.16986621,25504.89635,23.78018322,0.014178026,3.03E-05,0.317030019,0.038850498,0.757794567,1.714079464,4.430555556,0
2281030,19.32743417,25376.71232,23.83645522,0.014166484,2.92E-05,0.322737897,0.842432032,0.771369055,1.632685714,4.4375,0
2281040,19.87754787,25461.73408,23.7976461,0.014214833,2.88E-05,0.320691948,0.550113701,0.773373811,1.710894643,4.444444444,0
2281050,19.56133966,24405.76215,23.85213361,0.013879695,2.87E-05,0.316709756,0.316208213,0.779716217,1.7093875,4.451388889,0
2281100,19.172509,24128.71017,23.86587109,0.013817452,2.78E-05,0.313164755,0.388830658,0.782301562,1.69349375,4.458333333,0
